p_key,country1,country2,country3,country4,country5,amount,transaction_date,Path,Path_length
2997383,Spain,Israel,Mexico,Mexico,United Kingdom,65683.0,2019-02-28T19:30:36.000Z,Spain_Israel_Mexico_United Kingdom,4
2997384,Greece,Mexico,Spain,United Kingdom,Russia,32723.0,2019-02-28T19:30:37.000Z,Greece_Mexico_Spain_United Kingdom_Russia,5
2997385,Turkey,Israel,Mexico,Israel,,32574.0,2019-02-28T19:30:39.000Z,Turkey_Israel_Mexico_Israel,4
2997386,Israel,Greece,Israel,Spain,United Kingdom,32545.0,2019-02-28T19:30:39.000Z,Israel_Greece_Israel_Spain_United Kingdom,5
2997387,,Israel,Russia,United Kingdom,United Kingdom,95996.0,2019-02-28T19:30:39.000Z,Israel_Russia_United Kingdom,3
2997388,Turkey,United Kingdom,Turkey,,Russia,74903.0,2019-02-28T19:30:41.000Z,Turkey_United Kingdom_Turkey_Russia,4
2997389,,Spain,Greece,Greece,United Kingdom,9329.0,2019-02-28T19:30:41.000Z,Spain_Greece_United Kingdom,3
2997390,Israel,United Kingdom,Greece,,Mexico,8535.0,2019-02-28T19:30:41.000Z,Israel_United Kingdom_Greece_Mexico,4
2997391,Russia,Greece,Mexico,,Turkey,99067.0,2019-02-28T19:30:45.000Z,Russia_Greece_Mexico_Turkey,4
2997392,Spain,Russia,United Kingdom,Greece,Turkey,20343.0,2019-02-28T19:30:47.000Z,Spain_Russia_United Kingdom_Greece_Turkey,5
2997393,Mexico,Greece,Israel,,Israel,91818.0,2019-02-28T19:30:47.000Z,Mexico_Greece_Israel,3
2997394,Russia,,United Kingdom,Russia,Russia,20665.0,2019-02-28T19:30:49.000Z,Russia_United Kingdom_Russia,3
2997395,Greece,Turkey,Spain,Greece,Turkey,71020.0,2019-02-28T19:30:49.000Z,Greece_Turkey_Spain_Greece_Turkey,5
2997397,Mexico,Greece,,Russia,Israel,71337.0,2019-02-28T19:30:56.000Z,Mexico_Greece_Russia_Israel,4
2997398,,Greece,Spain,Turkey,,62612.0,2019-02-28T19:30:57.000Z,Greece_Spain_Turkey,3
2997399,,Spain,Turkey,Greece,United Kingdom,67663.0,2019-02-28T19:31:04.000Z,Spain_Turkey_Greece_United Kingdom,4
2997400,Israel,Russia,Turkey,,Mexico,65871.0,2019-02-28T19:31:06.000Z,Israel_Russia_Turkey_Mexico,4
2997401,Spain,Greece,United Kingdom,Greece,Greece,53243.0,2019-02-28T19:31:07.000Z,Spain_Greece_United Kingdom_Greece,4
2997402,United Kingdom,Greece,Israel,Israel,Israel,97775.0,2019-02-28T19:31:09.000Z,United Kingdom_Greece_Israel,3
2997403,Turkey,Israel,Russia,,United Kingdom,94332.0,2019-02-28T19:31:10.000Z,Turkey_Israel_Russia_United Kingdom,4
2997404,Turkey,Turkey,Israel,,Spain,42911.0,2019-02-28T19:31:11.000Z,Turkey_Israel_Spain,3
2997405,United Kingdom,,Turkey,Turkey,United Kingdom,37297.0,2019-02-28T19:31:15.000Z,United Kingdom_Turkey_United Kingdom,3
2997406,United Kingdom,,,Israel,Israel,25663.0,2019-02-28T19:31:17.000Z,United Kingdom_Israel,2
2997407,Turkey,Russia,Spain,,Greece,94680.0,2019-02-28T19:31:18.000Z,Turkey_Russia_Spain_Greece,4
2997408,,,Russia,Spain,Greece,83049.0,2019-02-28T19:31:22.000Z,Russia_Spain_Greece,3
2997409,United Kingdom,,Turkey,Russia,,7336.0,2019-02-28T19:31:22.000Z,United Kingdom_Turkey_Russia,3
2997410,Israel,Spain,,Turkey,,98196.0,2019-02-28T19:31:23.000Z,Israel_Spain_Turkey,3
2997411,Greece,,Israel,,Spain,69827.0,2019-02-28T19:31:23.000Z,Greece_Israel_Spain,3
2997412,United Kingdom,,,Israel,Russia,10341.0,2019-02-28T19:31:25.000Z,United Kingdom_Israel_Russia,3
2997413,,,Greece,United Kingdom,Mexico,95229.0,2019-02-28T19:31:25.000Z,Greece_United Kingdom_Mexico,3
2997414,Russia,,,Greece,Turkey,70365.0,2019-02-28T19:31:26.000Z,Russia_Greece_Turkey,3
2997415,,United Kingdom,,,Spain,14360.0,2019-02-28T19:31:28.000Z,United Kingdom_Spain,2
2997416,United Kingdom,,United Kingdom,,Mexico,41505.0,2019-02-28T19:31:31.000Z,United Kingdom_Mexico,2
2997417,United Kingdom,,Greece,,Russia,81144.0,2019-02-28T19:31:33.000Z,United Kingdom_Greece_Russia,3
2997418,Turkey,United Kingdom,,Spain,,53398.0,2019-02-28T19:31:34.000Z,Turkey_United Kingdom_Spain,3
2997419,Spain,,Turkey,Russia,Spain,73047.0,2019-02-28T19:31:35.000Z,Spain_Turkey_Russia_Spain,4
2997420,United Kingdom,Israel,,Turkey,Spain,43271.0,2019-02-28T19:31:36.000Z,United Kingdom_Israel_Turkey_Spain,4
2997421,Israel,Greece,Mexico,Spain,,58306.0,2019-02-28T19:31:41.000Z,Israel_Greece_Mexico_Spain,4
2997422,United Kingdom,Spain,United Kingdom,Russia,United Kingdom,64817.0,2019-02-28T19:31:46.000Z,United Kingdom_Spain_United Kingdom_Russia_United Kingdom,5
2997423,United Kingdom,Russia,,Israel,United Kingdom,45969.0,2019-02-28T19:31:47.000Z,United Kingdom_Russia_Israel_United Kingdom,4
2997424,Spain,Turkey,Spain,United Kingdom,Greece,28092.0,2019-02-28T19:31:48.000Z,Spain_Turkey_Spain_United Kingdom_Greece,5
2997426,Russia,Greece,,Russia,Mexico,1613.0,2019-02-28T19:31:59.000Z,Russia_Greece_Russia_Mexico,4
2997427,Turkey,Greece,Russia,Spain,Mexico,31324.0,2019-02-28T19:32:04.000Z,Turkey_Greece_Russia_Spain_Mexico,5
2997428,Greece,Israel,,Turkey,Spain,53617.0,2019-02-28T19:32:07.000Z,Greece_Israel_Turkey_Spain,4
2997429,Russia,Turkey,,,,66267.0,2019-02-28T19:32:09.000Z,Russia_Turkey,2
2997430,United Kingdom,Mexico,Russia,Turkey,Greece,49452.0,2019-02-28T19:32:12.000Z,United Kingdom_Mexico_Russia_Turkey_Greece,5
2997431,,,,United Kingdom,Spain,56793.0,2019-02-28T19:32:14.000Z,United Kingdom_Spain,2
2997432,Turkey,Spain,,Israel,Russia,18523.0,2019-02-28T19:32:14.000Z,Turkey_Spain_Israel_Russia,4
2997433,Turkey,Mexico,Greece,Spain,United Kingdom,88718.0,2019-02-28T19:32:15.000Z,Turkey_Mexico_Greece_Spain_United Kingdom,5
2997434,Israel,,,United Kingdom,Greece,63303.0,2019-02-28T19:32:21.000Z,Israel_United Kingdom_Greece,3
2997435,Spain,Turkey,Spain,Greece,Turkey,66607.0,2019-02-28T19:32:23.000Z,Spain_Turkey_Spain_Greece_Turkey,5
2997436,Mexico,Mexico,Turkey,,Israel,56771.0,2019-02-28T19:32:24.000Z,Mexico_Turkey_Israel,3
2997437,Turkey,Spain,United Kingdom,Russia,,44293.0,2019-02-28T19:32:26.000Z,Turkey_Spain_United Kingdom_Russia,4
2997438,Israel,Greece,Russia,,,68411.0,2019-02-28T19:32:26.000Z,Israel_Greece_Russia,3
2997439,Israel,Greece,Russia,Russia,Spain,47764.0,2019-02-28T19:32:27.000Z,Israel_Greece_Russia_Spain,4
2997440,Turkey,Russia,,Israel,,52563.0,2019-02-28T19:32:27.000Z,Turkey_Russia_Israel,3
2997441,Turkey,Mexico,Russia,,Turkey,81576.0,2019-02-28T19:32:27.000Z,Turkey_Mexico_Russia_Turkey,4
2997442,,Greece,Turkey,United Kingdom,Mexico,22586.0,2019-02-28T19:32:29.000Z,Greece_Turkey_United Kingdom_Mexico,4
2997444,Russia,Greece,Spain,,Turkey,97480.0,2019-02-28T19:32:31.000Z,Russia_Greece_Spain_Turkey,4
2997445,,Russia,Turkey,Mexico,Spain,8525.0,2019-02-28T19:32:35.000Z,Russia_Turkey_Mexico_Spain,4
2997446,Greece,,Israel,Turkey,Spain,84230.0,2019-02-28T19:32:36.000Z,Greece_Israel_Turkey_Spain,4
2997447,Israel,Greece,,Mexico,Turkey,54253.0,2019-02-28T19:32:36.000Z,Israel_Greece_Mexico_Turkey,4
2997448,Israel,United Kingdom,,United Kingdom,Israel,29226.0,2019-02-28T19:32:38.000Z,Israel_United Kingdom_Israel,3
2997449,Spain,,Mexico,Mexico,United Kingdom,43193.0,2019-02-28T19:32:41.000Z,Spain_Mexico_United Kingdom,3
2997450,Mexico,United Kingdom,Spain,Spain,Greece,35706.0,2019-02-28T19:32:42.000Z,Mexico_United Kingdom_Spain_Greece,4
2997451,Mexico,,,Russia,,36490.0,2019-02-28T19:32:43.000Z,Mexico_Russia,2
2997452,Greece,Turkey,Israel,,Russia,15148.0,2019-02-28T19:32:44.000Z,Greece_Turkey_Israel_Russia,4
2997453,United Kingdom,,Israel,Israel,Russia,49664.0,2019-02-28T19:32:44.000Z,United Kingdom_Israel_Russia,3
2997454,Turkey,Russia,United Kingdom,Greece,Greece,54361.0,2019-02-28T19:32:45.000Z,Turkey_Russia_United Kingdom_Greece,4
2997456,Russia,,Mexico,,United Kingdom,2475.0,2019-02-28T19:32:52.000Z,Russia_Mexico_United Kingdom,3
2997457,Greece,United Kingdom,Turkey,Spain,Mexico,71155.0,2019-02-28T19:32:52.000Z,Greece_United Kingdom_Turkey_Spain_Mexico,5
2997458,Israel,United Kingdom,Greece,Turkey,,91116.0,2019-02-28T19:32:52.000Z,Israel_United Kingdom_Greece_Turkey,4
2997459,,Israel,,Spain,Greece,19145.0,2019-02-28T19:32:52.000Z,Israel_Spain_Greece,3
2997460,Greece,Turkey,Turkey,Spain,Mexico,47274.0,2019-02-28T19:32:54.000Z,Greece_Turkey_Spain_Mexico,4
2997461,,Spain,Mexico,Russia,,54982.0,2019-02-28T19:32:55.000Z,Spain_Mexico_Russia,3
2997462,Israel,Greece,United Kingdom,Spain,United Kingdom,67807.0,2019-02-28T19:32:55.000Z,Israel_Greece_United Kingdom_Spain_United Kingdom,5
2997463,Mexico,United Kingdom,Russia,Turkey,,7829.0,2019-02-28T19:32:55.000Z,Mexico_United Kingdom_Russia_Turkey,4
2997464,Mexico,Greece,Russia,United Kingdom,,54925.0,2019-02-28T19:32:59.000Z,Mexico_Greece_Russia_United Kingdom,4
2997465,United Kingdom,,Turkey,Spain,,23248.0,2019-02-28T19:33:05.000Z,United Kingdom_Turkey_Spain,3
2997466,Israel,Spain,,Turkey,Turkey,78017.0,2019-02-28T19:33:05.000Z,Israel_Spain_Turkey,3
2997467,Spain,United Kingdom,Spain,,United Kingdom,44701.0,2019-02-28T19:33:06.000Z,Spain_United Kingdom_Spain_United Kingdom,4
2997468,United Kingdom,Russia,Israel,United Kingdom,Turkey,95871.0,2019-02-28T19:33:09.000Z,United Kingdom_Russia_Israel_United Kingdom_Turkey,5
2997469,,Russia,Russia,Greece,,44176.0,2019-02-28T19:33:14.000Z,Russia_Greece,2
2997470,Greece,Turkey,Spain,Russia,Israel,77718.0,2019-02-28T19:33:14.000Z,Greece_Turkey_Spain_Russia_Israel,5
2997471,Israel,Spain,Greece,,Mexico,59132.0,2019-02-28T19:33:15.000Z,Israel_Spain_Greece_Mexico,4
2997472,United Kingdom,Greece,Greece,United Kingdom,Spain,77292.0,2019-02-28T19:33:16.000Z,United Kingdom_Greece_United Kingdom_Spain,4
2997473,Russia,United Kingdom,Russia,Mexico,,41198.0,2019-02-28T19:33:20.000Z,Russia_United Kingdom_Russia_Mexico,4
2997474,Mexico,Russia,Russia,,Russia,72041.0,2019-02-28T19:33:20.000Z,Mexico_Russia,2
2997475,Israel,Mexico,United Kingdom,,Turkey,9279.0,2019-02-28T19:33:21.000Z,Israel_Mexico_United Kingdom_Turkey,4
2997476,,Israel,,Greece,,61075.0,2019-02-28T19:33:25.000Z,Israel_Greece,2
2997477,Israel,Greece,Israel,Mexico,Israel,66961.0,2019-02-28T19:33:27.000Z,Israel_Greece_Israel_Mexico_Israel,5
2997478,Mexico,Greece,Spain,Russia,Spain,6299.0,2019-02-28T19:33:28.000Z,Mexico_Greece_Spain_Russia_Spain,5
2997479,Mexico,Greece,Israel,Greece,Israel,6179.0,2019-02-28T19:33:30.000Z,Mexico_Greece_Israel_Greece_Israel,5
2997480,,Greece,Turkey,Mexico,Israel,92854.0,2019-02-28T19:33:31.000Z,Greece_Turkey_Mexico_Israel,4
2997481,Turkey,Israel,Turkey,United Kingdom,Israel,15536.0,2019-02-28T19:33:35.000Z,Turkey_Israel_Turkey_United Kingdom_Israel,5
2997482,Turkey,Mexico,Mexico,United Kingdom,Spain,30954.0,2019-02-28T19:33:39.000Z,Turkey_Mexico_United Kingdom_Spain,4
2997483,Greece,United Kingdom,Mexico,Mexico,Spain,34536.0,2019-02-28T19:33:40.000Z,Greece_United Kingdom_Mexico_Spain,4
2997484,Turkey,Mexico,Spain,Greece,Russia,51521.0,2019-02-28T19:33:40.000Z,Turkey_Mexico_Spain_Greece_Russia,5
2997485,Israel,Russia,,,Spain,87817.0,2019-02-28T19:33:44.000Z,Israel_Russia_Spain,3
2997486,United Kingdom,Mexico,Turkey,Greece,,39260.0,2019-02-28T19:33:45.000Z,United Kingdom_Mexico_Turkey_Greece,4
2997487,Russia,,Turkey,Turkey,United Kingdom,25913.0,2019-02-28T19:33:47.000Z,Russia_Turkey_United Kingdom,3
2997488,,Greece,United Kingdom,,Spain,45891.0,2019-02-28T19:33:48.000Z,Greece_United Kingdom_Spain,3
2997489,Turkey,Turkey,Israel,Turkey,Israel,1132.0,2019-02-28T19:33:48.000Z,Turkey_Israel_Turkey_Israel,4
2997490,,Greece,Mexico,Russia,Mexico,7562.0,2019-02-28T19:33:48.000Z,Greece_Mexico_Russia_Mexico,4
2997491,Greece,,Turkey,Greece,Israel,91396.0,2019-02-28T19:33:48.000Z,Greece_Turkey_Greece_Israel,4
2997492,Russia,United Kingdom,Israel,Spain,Turkey,89397.0,2019-02-28T19:33:49.000Z,Russia_United Kingdom_Israel_Spain_Turkey,5
2997493,Israel,Turkey,Greece,Spain,Russia,46320.0,2019-02-28T19:33:50.000Z,Israel_Turkey_Greece_Spain_Russia,5
2997494,Israel,,Spain,,Greece,17434.0,2019-02-28T19:33:51.000Z,Israel_Spain_Greece,3
2997495,Greece,Mexico,Russia,Spain,,75051.0,2019-02-28T19:33:51.000Z,Greece_Mexico_Russia_Spain,4
2997496,,,Mexico,Turkey,Turkey,18622.0,2019-02-28T19:33:53.000Z,Mexico_Turkey,2
2997497,Spain,Spain,Mexico,Turkey,Russia,6284.0,2019-02-28T19:33:55.000Z,Spain_Mexico_Turkey_Russia,4
2997498,United Kingdom,Greece,Israel,Spain,,89578.0,2019-02-28T19:33:57.000Z,United Kingdom_Greece_Israel_Spain,4
2997499,,Turkey,United Kingdom,Turkey,United Kingdom,19494.0,2019-02-28T19:34:01.000Z,Turkey_United Kingdom_Turkey_United Kingdom,4
2997500,,Greece,Spain,,Israel,36322.0,2019-02-28T19:34:02.000Z,Greece_Spain_Israel,3
2997501,United Kingdom,Spain,United Kingdom,Mexico,Mexico,89426.0,2019-02-28T19:34:05.000Z,United Kingdom_Spain_United Kingdom_Mexico,4
2997502,Israel,Mexico,Spain,Turkey,Turkey,83324.0,2019-02-28T19:34:06.000Z,Israel_Mexico_Spain_Turkey,4
2997503,Greece,Greece,,Turkey,Israel,77727.0,2019-02-28T19:34:06.000Z,Greece_Turkey_Israel,3
2997504,Russia,United Kingdom,,Greece,Israel,32500.0,2019-02-28T19:34:10.000Z,Russia_United Kingdom_Greece_Israel,4
2997505,Israel,Spain,,United Kingdom,Russia,55358.0,2019-02-28T19:34:15.000Z,Israel_Spain_United Kingdom_Russia,4
2997506,,,Greece,Spain,Spain,10437.0,2019-02-28T19:34:15.000Z,Greece_Spain,2
2997507,Greece,Russia,Israel,Turkey,United Kingdom,65950.0,2019-02-28T19:34:16.000Z,Greece_Russia_Israel_Turkey_United Kingdom,5
2997508,United Kingdom,,Greece,,United Kingdom,48211.0,2019-02-28T19:34:19.000Z,United Kingdom_Greece_United Kingdom,3
2997509,Greece,Spain,,United Kingdom,Israel,58412.0,2019-02-28T19:34:19.000Z,Greece_Spain_United Kingdom_Israel,4
2997510,United Kingdom,Turkey,Israel,United Kingdom,Greece,43766.0,2019-02-28T19:34:22.000Z,United Kingdom_Turkey_Israel_United Kingdom_Greece,5
2997511,,Russia,Turkey,Spain,United Kingdom,43161.0,2019-02-28T19:34:24.000Z,Russia_Turkey_Spain_United Kingdom,4
2997512,Israel,Russia,Spain,Israel,Russia,85857.0,2019-02-28T19:34:24.000Z,Israel_Russia_Spain_Israel_Russia,5
2997513,Greece,Mexico,Russia,Greece,Russia,31348.0,2019-02-28T19:34:25.000Z,Greece_Mexico_Russia_Greece_Russia,5
2997514,Israel,,,United Kingdom,Turkey,94723.0,2019-02-28T19:34:27.000Z,Israel_United Kingdom_Turkey,3
2997515,United Kingdom,Israel,Mexico,Spain,United Kingdom,80071.0,2019-02-28T19:34:28.000Z,United Kingdom_Israel_Mexico_Spain_United Kingdom,5
2997516,Turkey,United Kingdom,Mexico,Greece,Russia,15865.0,2019-02-28T19:34:28.000Z,Turkey_United Kingdom_Mexico_Greece_Russia,5
2997517,Greece,Russia,Spain,,Turkey,2811.0,2019-02-28T19:34:29.000Z,Greece_Russia_Spain_Turkey,4
2997518,Israel,,Turkey,Turkey,,78484.0,2019-02-28T19:34:30.000Z,Israel_Turkey,2
2997519,Israel,Spain,Turkey,Spain,Spain,91594.0,2019-02-28T19:34:30.000Z,Israel_Spain_Turkey_Spain,4
2997520,Russia,Spain,Greece,United Kingdom,Russia,83132.0,2019-02-28T19:34:30.000Z,Russia_Spain_Greece_United Kingdom_Russia,5
2997521,,Turkey,Israel,Russia,Russia,25110.0,2019-02-28T19:34:30.000Z,Turkey_Israel_Russia,3
2997522,,Israel,Greece,Turkey,Mexico,56016.0,2019-02-28T19:34:31.000Z,Israel_Greece_Turkey_Mexico,4
2997523,Russia,United Kingdom,Greece,,,23478.0,2019-02-28T19:34:33.000Z,Russia_United Kingdom_Greece,3
2997524,Russia,United Kingdom,Spain,Israel,,70272.0,2019-02-28T19:34:33.000Z,Russia_United Kingdom_Spain_Israel,4
2997525,United Kingdom,,Mexico,Greece,Turkey,98388.0,2019-02-28T19:34:34.000Z,United Kingdom_Mexico_Greece_Turkey,4
2997526,Russia,Turkey,Greece,Turkey,United Kingdom,99981.0,2019-02-28T19:34:35.000Z,Russia_Turkey_Greece_Turkey_United Kingdom,5
2997527,Spain,Russia,Spain,,Russia,91846.0,2019-02-28T19:34:35.000Z,Spain_Russia_Spain_Russia,4
2997528,Russia,Israel,Spain,,,71343.0,2019-02-28T19:34:35.000Z,Russia_Israel_Spain,3
2997529,Russia,Israel,,Mexico,United Kingdom,72153.0,2019-02-28T19:34:39.000Z,Russia_Israel_Mexico_United Kingdom,4
2997530,Israel,Greece,Russia,Turkey,,10463.0,2019-02-28T19:34:39.000Z,Israel_Greece_Russia_Turkey,4
2997531,Spain,Spain,,Greece,Russia,87522.0,2019-02-28T19:34:42.000Z,Spain_Greece_Russia,3
2997532,Russia,Israel,,Turkey,Greece,54379.0,2019-02-28T19:34:44.000Z,Russia_Israel_Turkey_Greece,4
2997533,Israel,,Spain,,,86212.0,2019-02-28T19:34:46.000Z,Israel_Spain,2
2997534,Israel,Turkey,Mexico,Greece,,27441.0,2019-02-28T19:34:50.000Z,Israel_Turkey_Mexico_Greece,4
2997535,Greece,Mexico,Turkey,United Kingdom,Spain,26790.0,2019-02-28T19:34:51.000Z,Greece_Mexico_Turkey_United Kingdom_Spain,5
2997536,Spain,,Greece,Mexico,United Kingdom,76609.0,2019-02-28T19:34:51.000Z,Spain_Greece_Mexico_United Kingdom,4
2997537,,Greece,Spain,United Kingdom,Mexico,41715.0,2019-02-28T19:34:52.000Z,Greece_Spain_United Kingdom_Mexico,4
2997538,,,United Kingdom,Spain,Turkey,98036.0,2019-02-28T19:34:58.000Z,United Kingdom_Spain_Turkey,3
2997539,Israel,United Kingdom,,Turkey,Turkey,25806.0,2019-02-28T19:35:00.000Z,Israel_United Kingdom_Turkey,3
2997540,Israel,Mexico,Russia,,Spain,58178.0,2019-02-28T19:35:02.000Z,Israel_Mexico_Russia_Spain,4
2997541,,Spain,,United Kingdom,Turkey,44054.0,2019-02-28T19:35:03.000Z,Spain_United Kingdom_Turkey,3
2997542,,Spain,Mexico,Mexico,Greece,7410.0,2019-02-28T19:35:04.000Z,Spain_Mexico_Greece,3
2997543,Mexico,Spain,,Greece,Russia,29252.0,2019-02-28T19:35:06.000Z,Mexico_Spain_Greece_Russia,4
2997544,,Turkey,,Israel,,84190.0,2019-02-28T19:35:07.000Z,Turkey_Israel,2
2997545,Turkey,,Spain,Russia,Greece,77361.0,2019-02-28T19:35:09.000Z,Turkey_Spain_Russia_Greece,4
2997546,Spain,,Turkey,United Kingdom,Mexico,61990.0,2019-02-28T19:35:11.000Z,Spain_Turkey_United Kingdom_Mexico,4
2997547,Israel,Israel,,Spain,United Kingdom,96077.0,2019-02-28T19:35:12.000Z,Israel_Spain_United Kingdom,3
2997548,United Kingdom,Turkey,,Israel,Spain,8064.0,2019-02-28T19:35:15.000Z,United Kingdom_Turkey_Israel_Spain,4
2997549,Israel,Israel,Spain,,Turkey,74640.0,2019-02-28T19:35:16.000Z,Israel_Spain_Turkey,3
2997550,,,Israel,Greece,Mexico,50418.0,2019-02-28T19:35:17.000Z,Israel_Greece_Mexico,3
2997551,,Turkey,Greece,Spain,United Kingdom,56026.0,2019-02-28T19:35:19.000Z,Turkey_Greece_Spain_United Kingdom,4
2997552,,Israel,Israel,Israel,Mexico,55989.0,2019-02-28T19:35:30.000Z,Israel_Mexico,2
2997553,United Kingdom,Greece,Russia,Israel,Spain,62117.0,2019-02-28T19:35:31.000Z,United Kingdom_Greece_Russia_Israel_Spain,5
2997554,United Kingdom,Greece,,United Kingdom,Israel,99366.0,2019-02-28T19:35:33.000Z,United Kingdom_Greece_United Kingdom_Israel,4
2997555,,Turkey,,United Kingdom,United Kingdom,61388.0,2019-02-28T19:35:34.000Z,Turkey_United Kingdom,2
2997556,Spain,United Kingdom,United Kingdom,,Turkey,92028.0,2019-02-28T19:35:35.000Z,Spain_United Kingdom_Turkey,3
2997557,Turkey,,Greece,Russia,United Kingdom,25260.0,2019-02-28T19:35:36.000Z,Turkey_Greece_Russia_United Kingdom,4
2997558,Israel,Spain,,Turkey,Mexico,23220.0,2019-02-28T19:35:37.000Z,Israel_Spain_Turkey_Mexico,4
2997559,Russia,Mexico,Mexico,,Greece,27336.0,2019-02-28T19:35:38.000Z,Russia_Mexico_Greece,3
2997560,Greece,Israel,,,,75093.0,2019-02-28T19:35:38.000Z,Greece_Israel,2
2997561,,,Greece,Israel,United Kingdom,35207.0,2019-02-28T19:35:44.000Z,Greece_Israel_United Kingdom,3
2997562,,,,Mexico,Russia,90201.0,2019-02-28T19:35:44.000Z,Mexico_Russia,2
2997563,Turkey,Russia,,Israel,Mexico,99816.0,2019-02-28T19:35:45.000Z,Turkey_Russia_Israel_Mexico,4
2997564,Mexico,Spain,Russia,United Kingdom,Mexico,61002.0,2019-02-28T19:35:46.000Z,Mexico_Spain_Russia_United Kingdom_Mexico,5
2997565,Russia,Turkey,Israel,,Spain,65332.0,2019-02-28T19:35:48.000Z,Russia_Turkey_Israel_Spain,4
2997566,United Kingdom,Israel,Israel,,,48069.0,2019-02-28T19:35:59.000Z,United Kingdom_Israel,2
2997567,,Greece,Turkey,Russia,United Kingdom,3749.0,2019-02-28T19:36:01.000Z,Greece_Turkey_Russia_United Kingdom,4
2997568,Israel,Mexico,United Kingdom,Israel,Israel,6027.0,2019-02-28T19:36:01.000Z,Israel_Mexico_United Kingdom_Israel,4
2997569,United Kingdom,,Mexico,Greece,Israel,67462.0,2019-02-28T19:36:01.000Z,United Kingdom_Mexico_Greece_Israel,4
2997570,Spain,Mexico,Israel,Greece,Russia,47039.0,2019-02-28T19:36:02.000Z,Spain_Mexico_Israel_Greece_Russia,5
2997571,Spain,,Spain,,Greece,77022.0,2019-02-28T19:36:05.000Z,Spain_Greece,2
2997572,Mexico,United Kingdom,Mexico,Israel,Greece,54352.0,2019-02-28T19:36:05.000Z,Mexico_United Kingdom_Mexico_Israel_Greece,5
2997573,,United Kingdom,Israel,Russia,Spain,17313.0,2019-02-28T19:36:05.000Z,United Kingdom_Israel_Russia_Spain,4
2997574,United Kingdom,,Spain,Greece,Turkey,43322.0,2019-02-28T19:36:06.000Z,United Kingdom_Spain_Greece_Turkey,4
2997575,Russia,,,,Turkey,41824.0,2019-02-28T19:36:09.000Z,Russia_Turkey,2
2997576,,Greece,United Kingdom,,Israel,43430.0,2019-02-28T19:36:09.000Z,Greece_United Kingdom_Israel,3
2997577,United Kingdom,Israel,Israel,Turkey,Israel,80968.0,2019-02-28T19:36:12.000Z,United Kingdom_Israel_Turkey_Israel,4
2997578,Turkey,Russia,Russia,,Spain,59424.0,2019-02-28T19:36:13.000Z,Turkey_Russia_Spain,3
2997579,,United Kingdom,Russia,Israel,,57901.0,2019-02-28T19:36:14.000Z,United Kingdom_Russia_Israel,3
2997580,Russia,Spain,Israel,Mexico,United Kingdom,81670.0,2019-02-28T19:36:15.000Z,Russia_Spain_Israel_Mexico_United Kingdom,5
2997581,,United Kingdom,,Greece,Greece,21561.0,2019-02-28T19:36:15.000Z,United Kingdom_Greece,2
2997582,Spain,Russia,,,Turkey,73065.0,2019-02-28T19:36:16.000Z,Spain_Russia_Turkey,3
2997583,,Israel,Greece,Spain,,96813.0,2019-02-28T19:36:17.000Z,Israel_Greece_Spain,3
2997584,United Kingdom,Spain,Israel,Russia,Greece,40916.0,2019-02-28T19:36:17.000Z,United Kingdom_Spain_Israel_Russia_Greece,5
2997585,,Russia,Greece,,Mexico,62739.0,2019-02-28T19:36:18.000Z,Russia_Greece_Mexico,3
2997586,Israel,Greece,United Kingdom,,Russia,6535.0,2019-02-28T19:36:19.000Z,Israel_Greece_United Kingdom_Russia,4
2997587,Spain,,Russia,Mexico,Greece,56747.0,2019-02-28T19:36:20.000Z,Spain_Russia_Mexico_Greece,4
2997588,Mexico,Turkey,,Greece,Spain,2571.0,2019-02-28T19:36:21.000Z,Mexico_Turkey_Greece_Spain,4
2997589,,Israel,Russia,Turkey,,15512.0,2019-02-28T19:36:26.000Z,Israel_Russia_Turkey,3
2997590,Turkey,Mexico,Spain,,United Kingdom,39978.0,2019-02-28T19:36:28.000Z,Turkey_Mexico_Spain_United Kingdom,4
2997591,,,Israel,United Kingdom,Mexico,28434.0,2019-02-28T19:36:30.000Z,Israel_United Kingdom_Mexico,3
2997592,Mexico,Greece,,Israel,Russia,98071.0,2019-02-28T19:36:30.000Z,Mexico_Greece_Israel_Russia,4
2997593,,,Greece,Spain,Turkey,63857.0,2019-02-28T19:36:32.000Z,Greece_Spain_Turkey,3
2997594,Israel,Greece,,Spain,Spain,62007.0,2019-02-28T19:36:33.000Z,Israel_Greece_Spain,3
2997595,Israel,Turkey,Spain,,United Kingdom,36402.0,2019-02-28T19:36:35.000Z,Israel_Turkey_Spain_United Kingdom,4
2997596,Mexico,Israel,Spain,,,27425.0,2019-02-28T19:36:35.000Z,Mexico_Israel_Spain,3
2997597,,Greece,Turkey,,Russia,54966.0,2019-02-28T19:36:37.000Z,Greece_Turkey_Russia,3
2997598,United Kingdom,,Turkey,Russia,United Kingdom,29696.0,2019-02-28T19:36:37.000Z,United Kingdom_Turkey_Russia_United Kingdom,4
2997599,,Turkey,Greece,Israel,,61280.0,2019-02-28T19:36:37.000Z,Turkey_Greece_Israel,3
2997600,,,Russia,United Kingdom,Mexico,93305.0,2019-02-28T19:36:38.000Z,Russia_United Kingdom_Mexico,3
2997601,Russia,,Spain,,Turkey,11607.0,2019-02-28T19:36:43.000Z,Russia_Spain_Turkey,3
